date,capital,position,position_value,total_assets,signal,strategy,dataset
2017-02-02,89101.0334581372,3349,10148.15582012753,99249.18927826473,buy,MACD Hist,train
2017-02-03,89101.0334581372,3349,10393.208144030434,99494.24160216763,buy,MACD Hist,train
2017-02-06,89101.0334581372,3349,10388.528501798888,99489.5619599361,buy,MACD Hist,train
2017-02-07,89101.0334581372,3349,10391.11503946045,99492.14849759765,buy,MACD Hist,train
2017-02-08,89101.0334581372,3349,10430.553373934314,99531.58683207151,buy,MACD Hist,train
2017-02-09,89101.0334581372,3349,10494.695959508317,99595.72941764552,buy,MACD Hist,train
2017-02-10,89101.0334581372,3349,10218.469309622062,99319.50276775926,buy,MACD Hist,train
2017-02-13,89101.0334581372,3349,10030.794139014892,99131.82759715209,buy,MACD Hist,train
2017-02-14,89101.0334581372,3349,10144.262566578986,99245.29602471618,buy,MACD Hist,train
2017-02-15,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-16,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-17,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-20,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-21,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-22,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-23,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-24,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-27,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-02-28,98970.27193218477,0,0.0,98970.27193218477,sell,MACD Hist,train
2017-03-01,89073.44291980274,3301,9896.829012382037,98970.27193218477,buy,MACD Hist,train
2017-03-02,89073.44291980274,3301,9665.077604478303,98738.52052428103,buy,MACD Hist,train
2017-03-03,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-06,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-07,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-08,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-09,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-10,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-13,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-14,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-15,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-16,98693.04605825352,0,0.0,98693.04605825352,sell,MACD Hist,train
2017-03-17,88824.32461069842,3402,9868.721447555099,98693.04605825352,buy,MACD Hist,train
2017-03-20,88824.32461069842,3402,10173.873652160088,98998.1982628585,buy,MACD Hist,train
2017-03-21,88824.32461069842,3402,10084.289341510883,98908.6139522093,buy,MACD Hist,train
2017-03-22,88824.32461069842,3402,10111.297278041173,98935.62188873958,buy,MACD Hist,train
2017-03-23,88824.32461069842,3402,10087.50614220888,98911.83075290729,buy,MACD Hist,train
2017-03-24,88824.32461069842,3402,10151.587565450503,98975.91217614892,buy,MACD Hist,train
2017-03-27,88824.32461069842,3402,9804.969781460482,98629.2943921589,buy,MACD Hist,train
2017-03-28,88824.32461069842,3402,9580.367313468752,98404.69192416717,buy,MACD Hist,train
2017-03-29,98467.12902024257,0,0.0,98467.12902024257,sell,MACD Hist,train
2017-03-30,98467.12902024257,0,0.0,98467.12902024257,sell,MACD Hist,train
2017-03-31,98467.12902024257,0,0.0,98467.12902024257,sell,MACD Hist,train
2017-04-03,98467.12902024257,0,0.0,98467.12902024257,sell,MACD Hist,train
2017-04-04,88620.46198142339,3287,9846.66703881919,98467.12902024257,buy,MACD Hist,train
2017-04-05,88620.46198142339,3287,9839.85618440571,98460.3181658291,buy,MACD Hist,train
2017-04-06,88620.46198142339,3287,9971.363813444848,98591.82579486823,buy,MACD Hist,train
2017-04-07,88620.46198142339,3287,9852.036632939094,98472.49861436248,buy,MACD Hist,train
2017-04-10,88620.46198142339,3287,10124.913000160657,98745.37498158404,buy,MACD Hist,train
2017-04-11,88620.46198142339,3287,10202.491257516609,98822.95323894,buy,MACD Hist,train
2017-04-12,88620.46198142339,3287,10294.030789961327,98914.49277138471,buy,MACD Hist,train
2017-04-13,88620.46198142339,3287,10084.749444590945,98705.21142601433,buy,MACD Hist,train
2017-04-14,88620.46198142339,3287,10198.474621407437,98818.93660283083,buy,MACD Hist,train
2017-04-17,88620.46198142339,3287,9999.709685604857,98620.17166702825,buy,MACD Hist,train
2017-04-18,88620.46198142339,3287,10097.713042200823,98718.17502362421,buy,MACD Hist,train
2017-04-19,88620.46198142339,3287,9791.585368908849,98412.04735033224,buy,MACD Hist,train
2017-04-20,98567.10174423574,0,0.0,98567.10174423574,sell,MACD Hist,train
2017-04-21,88712.3061932193,3195,9854.79555101644,98567.10174423573,buy,MACD Hist,train
2017-04-24,88712.3061932193,3195,9990.627959195836,98702.93415241512,buy,MACD Hist,train
2017-04-25,88712.3061932193,3195,9911.063217635598,98623.3694108549,buy,MACD Hist,train
2017-04-26,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-04-27,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-04-28,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-01,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-02,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-03,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-04,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-05,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-08,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-09,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-10,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-11,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-12,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-15,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-16,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-17,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-18,98412.93189204013,0,0.0,98412.93189204013,sell,MACD Hist,train
2017-05-19,88572.46236353037,3173,9840.469528509753,98412.93189204013,buy,MACD Hist,train
2017-05-22,88572.46236353037,3173,9673.256839892365,98245.71920342273,buy,MACD Hist,train
2017-05-23,98171.25465673053,0,0.0,98171.25465673053,sell,MACD Hist,train
2017-05-24,88355.4330687369,3161,9815.821587993638,98171.25465673053,buy,MACD Hist,train
2017-05-25,88355.4330687369,3161,9835.167619822832,98190.60068855973,buy,MACD Hist,train
2017-05-26,88355.4330687369,3161,9838.943835737931,98194.37690447482,buy,MACD Hist,train
2017-05-29,88355.4330687369,3161,10062.165707655537,98417.59877639243,buy,MACD Hist,train
2017-05-30,88355.4330687369,3161,10174.845600509345,98530.27866924624,buy,MACD Hist,train
2017-05-31,88355.4330687369,3161,10014.531046972435,98369.96411570933,buy,MACD Hist,train
2017-06-01,88355.4330687369,3161,10327.471735509158,98682.90480424605,buy,MACD Hist,train
2017-06-02,88355.4330687369,3161,10135.012616454202,98490.4456851911,buy,MACD Hist,train
2017-06-05,88355.4330687369,3161,9984.602753190245,98340.03582192714,buy,MACD Hist,train
2017-06-06,88355.4330687369,3161,9932.00544096902,98287.43850970591,buy,MACD Hist,train
2017-06-07,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-08,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-09,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-12,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-13,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-14,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-15,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-16,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-19,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-20,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-21,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-22,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-23,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-26,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-27,98174.34685186062,0,0.0,98174.34685186062,sell,MACD Hist,train
2017-06-28,88357.27615978001,3158,9817.070692080606,98174.34685186062,buy,MACD Hist,train
2017-06-29,88357.27615978001,3158,10236.104839952008,98593.38099973202,buy,MACD Hist,train
2017-06-30,88357.27615978001,3158,10146.557805894408,98503.83396567442,buy,MACD Hist,train
2017-07-03,88357.27615978001,3158,10405.804363418309,98763.08052319832,buy,MACD Hist,train
2017-07-04,88357.27615978001,3158,10460.917334076386,98818.1934938564,buy,MACD Hist,train
2017-07-05,88357.27615978001,3158,10507.631715917141,98864.90787569716,buy,MACD Hist,train
2017-07-06,99170.35227651364,0,0.0,99170.35227651364,sell,MACD Hist,train
2017-07-07,89253.4327026964,2897,9916.919573817242,99170.35227651364,buy,MACD Hist,train
2017-07-10,89253.4327026964,2897,9806.59980988923,99060.03251258563,buy,MACD Hist,train
2017-07-11,89253.4327026964,2897,9932.306549565134,99185.73925226154,buy,MACD Hist,train
2017-07-12,89253.4327026964,2897,10290.153409708273,99543.58611240468,buy,MACD Hist,train
2017-07-13,89253.4327026964,2897,10220.834309030002,99474.2670117264,buy,MACD Hist,train
2017-07-14,89253.4327026964,2897,10348.20866040243,99601.64136309884,buy,MACD Hist,train
2017-07-17,89253.4327026964,2897,10307.609539446661,99561.04224214307,buy,MACD Hist,train
2017-07-18,89253.4327026964,2897,10705.745261634696,99959.1779643311,buy,MACD Hist,train
2017-07-19,99969.67098868685,0,0.0,99969.67098868685,sell,MACD Hist,train
2017-07-20,89975.1457544133,2719,9994.525234273546,99969.67098868685,buy,MACD Hist,train
2017-07-21,99593.23719783904,0,0.0,99593.23719783904,sell,MACD Hist,train
2017-07-24,89636.368906496,2844,9956.868291343037,99593.23719783904,buy,MACD Hist,train
2017-07-25,89636.368906496,2844,10308.74459718854,99945.11350368455,buy,MACD Hist,train
2017-07-26,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-07-27,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-07-28,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-07-31,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-01,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-02,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-03,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-04,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-07,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-08,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-09,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-10,99911.19743160126,0,0.0,99911.19743160126,sell,MACD Hist,train
2017-08-11,89922.85848434138,2656,9988.338947259881,99911.19743160126,buy,MACD Hist,train
2017-08-14,89922.85848434138,2656,9901.130803514438,99823.98928785582,buy,MACD Hist,train
2017-08-15,89922.85848434138,2656,10273.443740574114,100196.3022249155,buy,MACD Hist,train
2017-08-16,89922.85848434138,2656,10351.825744513424,100274.6842288548,buy,MACD Hist,train
2017-08-17,89922.85848434138,2656,10609.712047091503,100532.5705314329,buy,MACD Hist,train
2017-08-18,89922.85848434138,2656,10581.367764930455,100504.22624927184,buy,MACD Hist,train
2017-08-21,89922.85848434138,2656,10503.764200835094,100426.62268517648,buy,MACD Hist,train
2017-08-22,89922.85848434138,2656,10615.947531733584,100538.80601607497,buy,MACD Hist,train
2017-08-23,100727.82466579672,0,0.0,100727.82466579672,sell,MACD Hist,train
2017-08-24,90657.13025044731,2486,10070.694415349411,100727.82466579672,buy,MACD Hist,train
2017-08-25,90657.13025044731,2486,10270.46676883379,100927.59701928111,buy,MACD Hist,train
2017-08-28,90657.13025044731,2486,10153.088598207767,100810.21884865509,buy,MACD Hist,train
2017-08-29,90657.13025044731,2486,10140.021719301354,100797.15196974867,buy,MACD Hist,train
2017-08-30,90657.13025044731,2486,10020.759774076932,100677.89002452424,buy,MACD Hist,train
2017-08-31,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-01,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-04,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-05,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-06,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-07,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-08,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-11,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-12,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-13,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-14,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-15,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-18,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-19,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-20,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-21,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-22,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-25,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-26,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-27,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-28,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-09-29,100766.13844946893,0,0.0,100766.13844946893,sell,MACD Hist,train
2017-10-02,90691.17249280169,2472,10074.96595666724,100766.13844946893,buy,MACD Hist,train
2017-10-03,90691.17249280169,2472,10203.959839911224,100895.13233271292,buy,MACD Hist,train
2017-10-04,90691.17249280169,2472,10191.993582275818,100883.1660750775,buy,MACD Hist,train
2017-10-05,90691.17249280169,2472,10062.481438248482,100753.65393105017,buy,MACD Hist,train
2017-10-06,90691.17249280169,2472,10008.138509629514,100699.3110024312,buy,MACD Hist,train
2017-10-09,90691.17249280169,2472,9868.816214773913,100559.9887075756,buy,MACD Hist,train
2017-10-10,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-11,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-12,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-13,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-16,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-17,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-18,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-19,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-20,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-23,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-24,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-25,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-26,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-27,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-30,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-10-31,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-01,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-02,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-03,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-06,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-07,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-08,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-09,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-10,100391.03118716265,0,0.0,100391.03118716265,sell,MACD Hist,train
2017-11-13,90355.04619363692,2706,10035.984993525724,100391.03118716265,buy,MACD Hist,train
2017-11-14,90355.04619363692,2706,10061.784250264089,100416.83044390101,buy,MACD Hist,train
2017-11-15,90355.04619363692,2706,10221.841683326968,100576.8878769639,buy,MACD Hist,train
2017-11-16,90355.04619363692,2706,10161.595032041256,100516.64122567818,buy,MACD Hist,train
2017-11-17,90355.04619363692,2706,9843.058944740025,100198.10513837695,buy,MACD Hist,train
2017-11-20,90355.04619363692,2706,9969.733940889375,100324.7801345263,buy,MACD Hist,train
2017-11-21,90355.04619363692,2706,10224.055219764152,100579.10141340108,buy,MACD Hist,train
2017-11-22,90355.04619363692,2706,10309.483300023825,100664.52949366075,buy,MACD Hist,train
2017-11-23,90355.04619363692,2706,10470.749413511092,100825.79560714801,buy,MACD Hist,train
2017-11-24,90355.04619363692,2706,10321.34087709835,100676.38707073528,buy,MACD Hist,train
2017-11-27,90355.04619363692,2706,10167.616484180426,100522.66267781735,buy,MACD Hist,train
2017-11-28,90355.04619363692,2706,10216.212940005444,100571.25913364236,buy,MACD Hist,train
2017-11-29,90355.04619363692,2706,10059.161020344549,100414.20721398147,buy,MACD Hist,train
2017-11-30,90355.04619363692,2706,10217.21763525176,100572.26382888868,buy,MACD Hist,train
2017-12-01,90355.04619363692,2706,10216.80766829682,100571.85386193375,buy,MACD Hist,train
2017-12-04,90355.04619363692,2706,10153.39603855145,100508.44223218838,buy,MACD Hist,train
2017-12-05,90355.04619363692,2706,10096.552437279233,100451.59863091615,buy,MACD Hist,train
2017-12-06,90355.04619363692,2706,10140.45124815648,100495.4974417934,buy,MACD Hist,train
2017-12-07,90355.04619363692,2706,10178.002448825155,100533.04864246208,buy,MACD Hist,train
2017-12-08,90355.04619363692,2706,10163.19259872874,100518.23879236566,buy,MACD Hist,train
2017-12-11,90355.04619363692,2706,10097.282310189838,100452.32850382676,buy,MACD Hist,train
2017-12-12,100453.64361035154,0,0.0,100453.64361035154,sell,MACD Hist,train
2017-12-13,100453.64361035154,0,0.0,100453.64361035154,sell,MACD Hist,train
2017-12-14,100453.64361035154,0,0.0,100453.64361035154,sell,MACD Hist,train
2017-12-15,90409.98865017205,2637,10043.654960179505,100453.64361035154,buy,MACD Hist,train
2017-12-18,90409.98865017205,2637,10154.471130697366,100564.45978086941,buy,MACD Hist,train
2017-12-19,90409.98865017205,2637,9778.511289562506,100188.49993973455,buy,MACD Hist,train
2017-12-20,90409.98865017205,2637,9971.052481586004,100381.04113175804,buy,MACD Hist,train
2017-12-21,100197.28235456442,0,0.0,100197.28235456442,sell,MACD Hist,train
2017-12-22,100197.28235456442,0,0.0,100197.28235456442,sell,MACD Hist,train
2017-12-25,100197.28235456442,0,0.0,100197.28235456442,sell,MACD Hist,train
2017-12-26,100197.28235456442,0,0.0,100197.28235456442,sell,MACD Hist,train
2017-12-27,100197.28235456442,0,0.0,100197.28235456442,sell,MACD Hist,train
2017-12-28,90179.06442085173,2592,10018.21793371268,100197.2823545644,buy,MACD Hist,train
2017-12-29,90179.06442085173,2592,10207.611840979846,100386.67626183158,buy,MACD Hist,train
2018-01-01,90179.06442085173,2592,10348.139231251258,100527.203652103,buy,MACD Hist,train
2018-01-02,90179.06442085173,2592,10333.603158952747,100512.66757980447,buy,MACD Hist,train
2018-01-03,90179.06442085173,2592,10286.107695087838,100465.17211593957,buy,MACD Hist,train
2018-01-04,90179.06442085173,2592,10194.94929660819,100374.01371745992,buy,MACD Hist,train
2018-01-05,90179.06442085173,2592,10293.553017711709,100472.61743856344,buy,MACD Hist,train
2018-01-08,90179.06442085173,2592,10386.223528261788,100565.28794911352,buy,MACD Hist,train
2018-01-09,90179.06442085173,2592,10507.334582570016,100686.39900342174,buy,MACD Hist,train
2018-01-10,90179.06442085173,2592,10547.962371625554,100727.02679247729,buy,MACD Hist,train
2018-01-11,90179.06442085173,2592,10607.017696811617,100786.08211766335,buy,MACD Hist,train
2018-01-12,90179.06442085173,2592,10768.940523156141,100948.00494400787,buy,MACD Hist,train
2018-01-15,101037.45388233602,0,0.0,101037.45388233602,sell,MACD Hist,train
2018-01-16,90934.4977142142,2431,10102.956168121817,101037.45388233602,buy,MACD Hist,train
2018-01-17,90934.4977142142,2431,9990.545093048226,100925.04280726242,buy,MACD Hist,train
2018-01-18,90934.4977142142,2431,10145.00260892825,101079.50032314245,buy,MACD Hist,train
2018-01-19,90934.4977142142,2431,10181.152702925674,101115.65041713987,buy,MACD Hist,train
2018-01-22,90934.4977142142,2431,10030.01815424427,100964.51586845847,buy,MACD Hist,train
2018-01-23,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-01-24,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-01-25,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-01-26,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-01-29,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-01-30,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-01-31,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-01,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-02,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-05,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-06,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-07,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-08,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-09,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-12,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-13,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-14,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-15,100867.02077214983,0,0.0,100867.02077214983,sell,MACD Hist,train
2018-02-16,90782.52029642012,2520,10084.500475729708,100867.02077214983,buy,MACD Hist,train
2018-02-19,90782.52029642012,2520,9808.452436536747,100590.97273295687,buy,MACD Hist,train
2018-02-20,90782.52029642012,2520,9899.360484025396,100681.88078044551,buy,MACD Hist,train
2018-02-21,90782.52029642012,2520,10076.800041002682,100859.3203374228,buy,MACD Hist,train
2018-02-22,90782.52029642012,2520,10011.318576295302,100793.83887271542,buy,MACD Hist,train
2018-02-23,90782.52029642012,2520,10322.603467676257,101105.12376409638,buy,MACD Hist,train
2018-02-26,90782.52029642012,2520,10301.220579588926,101083.74087600905,buy,MACD Hist,train
2018-02-27,90782.52029642012,2520,10382.558670687424,101165.07896710755,buy,MACD Hist,train
2018-02-28,90782.52029642012,2520,10607.332499893053,101389.85279631316,buy,MACD Hist,train
2018-03-01,90782.52029642012,2520,10719.860817532719,101502.38111395284,buy,MACD Hist,train
2018-03-02,101817.96123526608,0,0.0,101817.96123526608,sell,MACD Hist,train
2018-03-05,91638.13566524615,2343,10179.825570019924,101817.96123526608,buy,MACD Hist,train
2018-03-06,91638.13566524615,2343,10120.133825432977,101758.26949067913,buy,MACD Hist,train
2018-03-07,91638.13566524615,2343,10202.80379943814,101840.9394646843,buy,MACD Hist,train
2018-03-08,91638.13566524615,2343,10290.081324341194,101928.21698958735,buy,MACD Hist,train
2018-03-09,91638.13566524615,2343,10252.708361069679,101890.84402631584,buy,MACD Hist,train
2018-03-12,91638.13566524615,2343,10342.28348871407,101980.41915396022,buy,MACD Hist,train
2018-03-13,91638.13566524615,2343,10260.442293242559,101898.57795848872,buy,MACD Hist,train
2018-03-14,91638.13566524615,2343,10260.56676204245,101898.7024272886,buy,MACD Hist,train
2018-03-15,91638.13566524615,2343,10501.352880213906,102139.48854546006,buy,MACD Hist,train
2018-03-16,91638.13566524615,2343,10876.087673932949,102514.22333917911,buy,MACD Hist,train
2018-03-19,102883.86928324895,0,0.0,102883.86928324895,sell,MACD Hist,train
2018-03-20,92595.94013797917,2161,10287.929145269783,102883.86928324895,buy,MACD Hist,train
2018-03-21,92595.94013797917,2161,10150.155207297144,102746.0953452763,buy,MACD Hist,train
2018-03-22,92595.94013797917,2161,10021.146148652704,102617.08628663188,buy,MACD Hist,train
2018-03-23,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-03-26,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-03-27,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-03-28,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-03-29,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-03-30,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-02,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-03,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-04,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-05,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-06,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-09,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-10,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-11,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-12,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-13,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-16,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-17,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-18,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-19,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-20,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-23,102424.59936416424,0,0.0,102424.59936416424,sell,MACD Hist,train
2018-04-24,92186.10061773223,2361,10238.498746432017,102424.59936416424,buy,MACD Hist,train
2018-04-25,92186.10061773223,2361,10275.471721885511,102461.57233961773,buy,MACD Hist,train
2018-04-26,92186.10061773223,2361,10077.23204399317,102263.33266172539,buy,MACD Hist,train
2018-04-27,92186.10061773223,2361,10038.38036338482,102224.48098111704,buy,MACD Hist,train
